airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,route_key,price
Jet Airways,delhi,cochin,520,1,no info,19,45,21,5,2019,"('delhi', 'cochin')",16079
Air India,kolkata,banglore,1830,2,no info,12,0,9,5,2019,"('kolkata', 'banglore')",9626
Air Asia,kolkata,banglore,150,0,no info,19,55,1,5,2019,"('kolkata', 'banglore')",5989
Indigo,banglore,delhi,170,0,no info,23,30,3,5,2019,"('banglore', 'delhi')",4591
Air India,kolkata,banglore,675,1,no info,9,50,12,5,2019,"('kolkata', 'banglore')",8450
Air India,delhi,cochin,795,1,no info,9,45,3,3,2019,"('delhi', 'cochin')",27282
Air India,kolkata,banglore,1105,2,no info,14,30,6,6,2019,"('kolkata', 'banglore')",15107
Air India,banglore,delhi,170,0,no info,13,20,1,6,2019,"('banglore', 'delhi')",6961
Goair,banglore,new delhi,270,1,no info,15,45,1,3,2019,"('banglore', 'new delhi')",12314
Air India,delhi,cochin,1545,2,no info,5,55,6,3,2019,"('delhi', 'cochin')",14641
Jet Airways,kolkata,banglore,505,1,no info,9,35,15,5,2019,"('kolkata', 'banglore')",13067
Jet Airways,delhi,cochin,450,1,in-flight meal not included,20,55,27,5,2019,"('delhi', 'cochin')",12898
Air Asia,delhi,cochin,340,1,no info,16,45,24,4,2019,"('delhi', 'cochin')",6152
Multiple Carriers,delhi,cochin,705,1,no info,7,30,6,3,2019,"('delhi', 'cochin')",15077
Multiple Carriers,delhi,cochin,755,1,no info,13,0,21,3,2019,"('delhi', 'cochin')",13542
Jet Airways,delhi,cochin,1485,1,no info,18,15,6,6,2019,"('delhi', 'cochin')",14714
Jet Airways,banglore,new delhi,765,1,no info,18,55,12,3,2019,"('banglore', 'new delhi')",13817
Indigo,delhi,cochin,380,1,no info,16,10,18,5,2019,"('delhi', 'cochin')",7640
Vistara,kolkata,banglore,865,1,no info,20,20,1,4,2019,"('kolkata', 'banglore')",8505
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,21,3,2019,"('mumbai', 'hyderabad')",2228
Spicejet,kolkata,banglore,435,1,no info,11,15,24,5,2019,"('kolkata', 'banglore')",9630
Air India,banglore,delhi,170,0,no info,17,0,21,5,2019,"('banglore', 'delhi')",6961
Vistara,kolkata,banglore,975,1,no info,7,10,6,6,2019,"('kolkata', 'banglore')",8610
Jet Airways,kolkata,banglore,1415,1,in-flight meal not included,21,10,9,6,2019,"('kolkata', 'banglore')",10844
Jet Airways,delhi,cochin,1430,2,no info,19,10,18,5,2019,"('delhi', 'cochin')",16704
Spicejet,mumbai,hyderabad,80,0,no info,13,10,24,3,2019,"('mumbai', 'hyderabad')",2753
Jet Airways,mumbai,hyderabad,90,0,no info,10,20,6,3,2019,"('mumbai', 'hyderabad')",8040
Jet Airways,kolkata,banglore,840,1,no info,9,35,9,5,2019,"('kolkata', 'banglore')",12121
Vistara,kolkata,banglore,865,1,no info,20,20,15,5,2019,"('kolkata', 'banglore')",8452
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,2,55,1,5,2019,"('mumbai', 'hyderabad')",3210
Air India,banglore,new delhi,510,1,no info,6,45,15,3,2019,"('banglore', 'new delhi')",8714
Indigo,kolkata,banglore,160,0,no info,21,25,1,3,2019,"('kolkata', 'banglore')",4778
Jet Airways,delhi,cochin,365,1,no info,22,20,6,3,2019,"('delhi', 'cochin')",15764
Jet Airways,kolkata,banglore,1025,1,no info,6,30,6,6,2019,"('kolkata', 'banglore')",14571
Spicejet,banglore,delhi,175,0,no info,21,10,18,6,2019,"('banglore', 'delhi')",3971
Vistara,kolkata,banglore,770,1,no info,20,20,24,3,2019,"('kolkata', 'banglore')",12312
Jet Airways,delhi,cochin,825,1,in-flight meal not included,22,50,15,6,2019,"('delhi', 'cochin')",10262
Spicejet,banglore,delhi,160,0,no check-in baggage included,5,55,12,4,2019,"('banglore', 'delhi')",4319
Multiple Carriers,delhi,cochin,455,1,no info,11,25,3,6,2019,"('delhi', 'cochin')",10877
Jet Airways,delhi,cochin,1925,2,no info,10,45,21,3,2019,"('delhi', 'cochin')",11869
Jet Airways,delhi,cochin,1010,1,no info,19,45,3,6,2019,"('delhi', 'cochin')",14714
Air India,delhi,cochin,1600,2,no info,5,0,12,6,2019,"('delhi', 'cochin')",10231
Jet Airways,kolkata,banglore,435,1,no info,10,20,15,5,2019,"('kolkata', 'banglore')",8355
Indigo,banglore,new delhi,170,0,no info,23,30,24,3,2019,"('banglore', 'new delhi')",5694
Indigo,banglore,delhi,180,0,no info,16,55,24,4,2019,"('banglore', 'delhi')",4823
Indigo,delhi,cochin,490,1,no info,14,20,15,5,2019,"('delhi', 'cochin')",6412
Air India,delhi,cochin,170,0,no info,5,10,21,3,2019,"('delhi', 'cochin')",5674
Indigo,chennai,kolkata,140,0,no info,19,35,27,6,2019,"('chennai', 'kolkata')",3597
Indigo,banglore,delhi,170,0,no info,10,30,6,4,2019,"('banglore', 'delhi')",4423
Jet Airways,kolkata,banglore,395,1,no info,17,0,24,5,2019,"('kolkata', 'banglore')",14151
Multiple Carriers,delhi,cochin,540,1,in-flight meal not included,7,10,24,4,2019,"('delhi', 'cochin')",6093
Jet Airways,delhi,cochin,450,1,in-flight meal not included,11,30,15,4,2019,"('delhi', 'cochin')",6542
Indigo,delhi,cochin,185,0,no info,14,30,27,3,2019,"('delhi', 'cochin')",4729
Jet Airways,delhi,cochin,495,2,no info,20,10,9,3,2019,"('delhi', 'cochin')",20904
Indigo,banglore,delhi,170,0,no info,23,30,1,6,2019,"('banglore', 'delhi')",4591
Indigo,banglore,delhi,170,0,no info,22,10,27,6,2019,"('banglore', 'delhi')",3419
Air India,banglore,new delhi,435,2,change airports,10,30,1,3,2019,"('banglore', 'new delhi')",17461
Air India,kolkata,banglore,1195,2,no info,12,0,12,6,2019,"('kolkata', 'banglore')",9416
Vistara,kolkata,banglore,1625,1,no info,20,20,18,5,2019,"('kolkata', 'banglore')",9345
Air India,delhi,cochin,1940,2,no info,10,55,9,3,2019,"('delhi', 'cochin')",17476
Air Asia,delhi,cochin,330,1,no info,7,55,24,6,2019,"('delhi', 'cochin')",6152
Jet Airways,kolkata,banglore,775,1,in-flight meal not included,21,10,6,5,2019,"('kolkata', 'banglore')",7757
Air India,banglore,delhi,170,0,no info,13,20,27,5,2019,"('banglore', 'delhi')",5228
Indigo,chennai,kolkata,145,0,no info,5,15,9,6,2019,"('chennai', 'kolkata')",3540
Jet Airways,kolkata,banglore,960,1,no info,20,0,1,4,2019,"('kolkata', 'banglore')",12681
Indigo,banglore,delhi,170,0,no info,8,30,6,5,2019,"('banglore', 'delhi')",4823
Jet Airways,delhi,cochin,880,2,no info,13,45,9,3,2019,"('delhi', 'cochin')",17019
Vistara,banglore,delhi,160,0,no info,7,0,24,4,2019,"('banglore', 'delhi')",5403
Indigo,banglore,new delhi,165,0,no info,0,40,9,3,2019,"('banglore', 'new delhi')",4545
Spicejet,kolkata,banglore,150,0,no info,17,10,15,5,2019,"('kolkata', 'banglore')",4174
Jet Airways,delhi,cochin,1280,1,in-flight meal not included,7,5,15,6,2019,"('delhi', 'cochin')",10262
Jet Airways,banglore,new delhi,740,1,in-flight meal not included,8,0,21,3,2019,"('banglore', 'new delhi')",7832
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,10,20,15,5,2019,"('mumbai', 'hyderabad')",4995
Indigo,mumbai,hyderabad,90,0,no info,16,55,21,6,2019,"('mumbai', 'hyderabad')",4392
Air India,delhi,cochin,1420,1,no info,9,45,15,5,2019,"('delhi', 'cochin')",7480
Air India,kolkata,banglore,1625,2,no info,5,50,6,5,2019,"('kolkata', 'banglore')",10991
Jet Airways,delhi,cochin,1430,2,no info,19,10,18,5,2019,"('delhi', 'cochin')",15129
Air India,delhi,cochin,1560,2,no info,17,15,3,3,2019,"('delhi', 'cochin')",13442
Jet Airways,banglore,new delhi,1310,1,no info,11,40,6,3,2019,"('banglore', 'new delhi')",17261
Jet Airways,mumbai,hyderabad,90,0,no info,10,20,1,3,2019,"('mumbai', 'hyderabad')",10875
Air Asia,kolkata,banglore,710,1,no info,7,35,24,5,2019,"('kolkata', 'banglore')",5192
Jet Airways,delhi,cochin,1015,1,in-flight meal not included,11,30,6,6,2019,"('delhi', 'cochin')",10262
Multiple Carriers,delhi,cochin,780,1,no info,8,0,12,6,2019,"('delhi', 'cochin')",7408
Air India,delhi,cochin,1560,2,no info,17,15,21,5,2019,"('delhi', 'cochin')",11972
Spicejet,kolkata,banglore,150,0,no info,9,0,9,3,2019,"('kolkata', 'banglore')",5515
Spicejet,banglore,delhi,160,0,no check-in baggage included,5,55,21,4,2019,"('banglore', 'delhi')",4319
Air India,kolkata,banglore,795,1,no info,10,0,9,5,2019,"('kolkata', 'banglore')",10203
Indigo,delhi,cochin,345,1,no info,2,0,24,6,2019,"('delhi', 'cochin')",6016
Indigo,delhi,cochin,350,1,no info,7,30,21,3,2019,"('delhi', 'cochin')",9861
Goair,banglore,new delhi,175,0,no info,7,45,24,3,2019,"('banglore', 'new delhi')",3898
Spicejet,banglore,new delhi,170,0,no info,5,45,15,3,2019,"('banglore', 'new delhi')",5575
Multiple Carriers,delhi,cochin,390,1,no info,19,0,1,5,2019,"('delhi', 'cochin')",9424
Jet Airways,delhi,cochin,1325,2,no info,6,20,27,3,2019,"('delhi', 'cochin')",12273
Indigo,delhi,cochin,315,1,no info,7,15,27,5,2019,"('delhi', 'cochin')",5636
Vistara,kolkata,banglore,965,1,no info,17,0,12,6,2019,"('kolkata', 'banglore')",7927
Jet Airways,banglore,new delhi,375,1,in-flight meal not included,14,5,21,3,2019,"('banglore', 'new delhi')",7832
Jet Airways,kolkata,banglore,475,1,no info,8,25,9,6,2019,"('kolkata', 'banglore')",14571
Indigo,mumbai,hyderabad,90,0,no info,16,55,27,6,2019,"('mumbai', 'hyderabad')",3175
Jet Airways,delhi,cochin,1100,1,in-flight meal not included,18,15,9,6,2019,"('delhi', 'cochin')",10577
Indigo,banglore,delhi,165,0,no info,6,5,1,6,2019,"('banglore', 'delhi')",3943
Multiple Carriers,delhi,cochin,760,1,no info,12,50,18,5,2019,"('delhi', 'cochin')",7670
Air India,delhi,cochin,1255,1,no info,12,30,18,5,2019,"('delhi', 'cochin')",7480
Multiple Carriers,delhi,cochin,750,1,no info,13,0,21,5,2019,"('delhi', 'cochin')",7888
Vistara,delhi,cochin,175,0,no info,14,55,9,3,2019,"('delhi', 'cochin')",6741
Indigo,kolkata,banglore,155,0,no info,14,20,6,3,2019,"('kolkata', 'banglore')",5618
Air Asia,banglore,delhi,170,0,no info,23,55,3,6,2019,"('banglore', 'delhi')",7120
Air Asia,banglore,delhi,170,0,no info,23,55,3,4,2019,"('banglore', 'delhi')",4483
Air India,delhi,cochin,1660,1,no info,4,0,6,3,2019,"('delhi', 'cochin')",12940
Indigo,kolkata,banglore,155,0,no info,22,15,9,6,2019,"('kolkata', 'banglore')",5224
Jet Airways,banglore,delhi,180,0,no info,17,45,21,6,2019,"('banglore', 'delhi')",8541
Jet Airways,kolkata,banglore,730,1,in-flight meal not included,16,30,12,6,2019,"('kolkata', 'banglore')",6224
Indigo,kolkata,banglore,265,1,no info,19,20,24,4,2019,"('kolkata', 'banglore')",3480
Jet Airways,banglore,delhi,180,0,in-flight meal not included,7,10,27,6,2019,"('banglore', 'delhi')",6478
Indigo,banglore,delhi,170,0,no info,20,0,12,6,2019,"('banglore', 'delhi')",4823
Jet Airways,delhi,cochin,1225,1,in-flight meal not included,8,0,27,5,2019,"('delhi', 'cochin')",12898
Spicejet,kolkata,banglore,145,0,no check-in baggage included,9,0,6,4,2019,"('kolkata', 'banglore')",3841
Indigo,kolkata,banglore,155,0,no info,15,30,9,6,2019,"('kolkata', 'banglore')",5224
Jet Airways,kolkata,banglore,1215,1,no info,8,25,9,5,2019,"('kolkata', 'banglore')",13941
Air Asia,delhi,cochin,340,1,no info,16,45,9,5,2019,"('delhi', 'cochin')",6752
Air India,mumbai,hyderabad,85,0,no info,15,0,18,6,2019,"('mumbai', 'hyderabad')",3100
Air India,delhi,cochin,2280,3,no info,5,15,1,6,2019,"('delhi', 'cochin')",10703
Spicejet,delhi,cochin,270,1,no check-in baggage included,8,45,24,4,2019,"('delhi', 'cochin')",4760
Jet Airways,banglore,new delhi,625,1,in-flight meal not included,5,45,15,3,2019,"('banglore', 'new delhi')",9134
Indigo,kolkata,banglore,150,0,no info,14,25,12,6,2019,"('kolkata', 'banglore')",4804
Spicejet,banglore,new delhi,175,0,no info,9,35,24,3,2019,"('banglore', 'new delhi')",4377
Jet Airways,banglore,delhi,180,0,in-flight meal not included,8,20,1,6,2019,"('banglore', 'delhi')",7229
Jet Airways,banglore,new delhi,780,1,no info,18,40,18,3,2019,"('banglore', 'new delhi')",12284
Air Asia,kolkata,banglore,710,1,no info,7,35,18,5,2019,"('kolkata', 'banglore')",5192
Vistara,banglore,delhi,170,0,no info,9,45,24,4,2019,"('banglore', 'delhi')",5403
Air India,banglore,new delhi,165,0,no info,17,0,3,3,2019,"('banglore', 'new delhi')",19508
Vistara,banglore,delhi,170,0,no info,9,45,15,4,2019,"('banglore', 'delhi')",5403
Spicejet,banglore,delhi,170,0,no info,9,30,12,4,2019,"('banglore', 'delhi')",4991
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,2,55,18,3,2019,"('mumbai', 'hyderabad')",2228
Indigo,delhi,cochin,300,1,no info,16,0,6,4,2019,"('delhi', 'cochin')",5073
Air Asia,banglore,new delhi,165,0,no info,23,25,9,3,2019,"('banglore', 'new delhi')",5615
Air India,kolkata,banglore,810,2,no info,8,20,18,5,2019,"('kolkata', 'banglore')",10697
Jet Airways,kolkata,banglore,1450,1,in-flight meal not included,9,35,6,5,2019,"('kolkata', 'banglore')",8066
Indigo,banglore,delhi,170,0,no info,22,10,3,6,2019,"('banglore', 'delhi')",3359
Jet Airways,delhi,cochin,885,1,in-flight meal not included,21,50,9,5,2019,"('delhi', 'cochin')",12373
Air India,delhi,cochin,1580,2,no info,7,5,6,6,2019,"('delhi', 'cochin')",11447
Air India,delhi,cochin,170,0,no info,5,10,15,6,2019,"('delhi', 'cochin')",5201
Indigo,mumbai,hyderabad,90,0,no info,6,25,27,6,2019,"('mumbai', 'hyderabad')",4049
Spicejet,kolkata,banglore,315,1,no info,15,5,24,4,2019,"('kolkata', 'banglore')",4859
Jet Airways,kolkata,banglore,450,1,no info,21,10,12,6,2019,"('kolkata', 'banglore')",12739
Indigo,mumbai,hyderabad,90,0,no info,20,5,3,3,2019,"('mumbai', 'hyderabad')",5232
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,22,45,1,6,2019,"('mumbai', 'hyderabad')",1965
Indigo,chennai,kolkata,145,0,no info,22,5,12,3,2019,"('chennai', 'kolkata')",6297
Indigo,delhi,cochin,665,1,no info,5,5,15,5,2019,"('delhi', 'cochin')",6818
Multiple Carriers,delhi,cochin,455,1,no info,18,0,6,3,2019,"('delhi', 'cochin')",16863
Air India,banglore,new delhi,725,1,no info,11,50,9,3,2019,"('banglore', 'new delhi')",10972
Indigo,delhi,cochin,325,1,no info,2,0,1,6,2019,"('delhi', 'cochin')",5636
Indigo,kolkata,banglore,165,0,no info,9,35,6,5,2019,"('kolkata', 'banglore')",4804
Goair,banglore,delhi,170,0,no info,11,40,27,6,2019,"('banglore', 'delhi')",3898
Jet Airways,kolkata,banglore,1610,1,no info,6,30,24,5,2019,"('kolkata', 'banglore')",14178
Air India,delhi,cochin,500,2,no info,10,55,9,6,2019,"('delhi', 'cochin')",12383
Air India,banglore,delhi,165,0,no info,6,10,24,6,2019,"('banglore', 'delhi')",6961
Multiple Carriers,delhi,cochin,615,1,in-flight meal not included,9,0,6,3,2019,"('delhi', 'cochin')",15342
Indigo,banglore,delhi,175,0,no info,0,30,18,4,2019,"('banglore', 'delhi')",4423
Multiple Carriers,delhi,cochin,630,1,no info,8,30,9,5,2019,"('delhi', 'cochin')",9627
Spicejet,banglore,new delhi,485,1,no info,15,35,3,3,2019,"('banglore', 'new delhi')",6315
Indigo,delhi,cochin,560,1,no info,6,50,15,4,2019,"('delhi', 'cochin')",6442
Goair,banglore,delhi,165,0,no info,20,55,6,6,2019,"('banglore', 'delhi')",3419
Indigo,delhi,cochin,860,1,no info,6,40,21,3,2019,"('delhi', 'cochin')",8784
Multiple Carriers,delhi,cochin,840,1,in-flight meal not included,11,30,27,5,2019,"('delhi', 'cochin')",6733
Jet Airways,delhi,cochin,395,1,no info,21,50,9,5,2019,"('delhi', 'cochin')",15554
Multiple Carriers,delhi,cochin,830,1,in-flight meal not included,11,40,27,6,2019,"('delhi', 'cochin')",5797
Jet Airways,delhi,cochin,600,1,no info,9,0,9,5,2019,"('delhi', 'cochin')",15554
Indigo,kolkata,banglore,155,0,no info,11,30,1,4,2019,"('kolkata', 'banglore')",4174
Jet Airways,banglore,new delhi,365,1,no info,18,40,18,3,2019,"('banglore', 'new delhi')",54826
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,10,20,12,6,2019,"('mumbai', 'hyderabad')",4995
Indigo,chennai,kolkata,140,0,no info,7,55,18,5,2019,"('chennai', 'kolkata')",3850
Jet Airways,banglore,new delhi,525,1,in-flight meal not included,22,55,12,3,2019,"('banglore', 'new delhi')",11087
Jet Airways,banglore,new delhi,840,1,no info,21,25,12,3,2019,"('banglore', 'new delhi')",13817
Air India,delhi,cochin,765,1,no info,20,40,12,6,2019,"('delhi', 'cochin')",7480
Indigo,banglore,delhi,170,0,no info,4,0,12,4,2019,"('banglore', 'delhi')",4423
Indigo,delhi,cochin,940,1,no info,6,40,21,3,2019,"('delhi', 'cochin')",6558
Jet Airways,kolkata,banglore,735,1,in-flight meal not included,20,0,24,5,2019,"('kolkata', 'banglore')",8586
Jet Airways,delhi,cochin,395,1,no info,21,50,12,6,2019,"('delhi', 'cochin')",14714
Air India,kolkata,banglore,875,2,no info,5,50,12,5,2019,"('kolkata', 'banglore')",12513
Multiple Carriers,delhi,cochin,530,1,no info,10,0,6,3,2019,"('delhi', 'cochin')",16497
Multiple Carriers,delhi,cochin,480,1,no info,13,0,9,5,2019,"('delhi', 'cochin')",13727
Indigo,banglore,delhi,175,0,no info,0,30,3,5,2019,"('banglore', 'delhi')",3943
Air India,kolkata,banglore,1615,1,no info,17,30,12,6,2019,"('kolkata', 'banglore')",10203
Jet Airways,kolkata,banglore,475,1,no info,8,25,1,5,2019,"('kolkata', 'banglore')",14781
Air India,mumbai,hyderabad,710,2,no info,5,5,12,3,2019,"('mumbai', 'hyderabad')",16172
Multiple Carriers,delhi,cochin,585,1,no info,9,15,27,6,2019,"('delhi', 'cochin')",11622
Jet Airways,delhi,cochin,1465,2,no info,18,25,21,3,2019,"('delhi', 'cochin')",11869
Jet Airways,delhi,cochin,1520,1,no info,17,30,21,3,2019,"('delhi', 'cochin')",12557
Indigo,mumbai,hyderabad,90,0,no info,9,15,1,6,2019,"('mumbai', 'hyderabad')",4049
Jet Airways,delhi,cochin,995,1,in-flight meal not included,2,15,21,3,2019,"('delhi', 'cochin')",7438
Multiple Carriers,delhi,cochin,440,1,no info,11,30,3,3,2019,"('delhi', 'cochin')",15135
Jet Airways,banglore,new delhi,1450,1,no info,22,50,1,3,2019,"('banglore', 'new delhi')",25735
Indigo,banglore,delhi,175,0,no info,7,10,24,6,2019,"('banglore', 'delhi')",4823
Jet Airways,delhi,cochin,1225,1,in-flight meal not included,8,0,27,3,2019,"('delhi', 'cochin')",6645
Jet Airways,delhi,cochin,195,0,in-flight meal not included,11,0,6,4,2019,"('delhi', 'cochin')",4886
Jet Airways,kolkata,banglore,800,1,no info,6,30,6,5,2019,"('kolkata', 'banglore')",14781
Jet Airways,banglore,delhi,175,0,in-flight meal not included,15,50,9,4,2019,"('banglore', 'delhi')",4544
Jet Airways,kolkata,banglore,1220,1,in-flight meal not included,8,25,24,3,2019,"('kolkata', 'banglore')",10031
Indigo,banglore,new delhi,175,0,no info,21,20,15,3,2019,"('banglore', 'new delhi')",8033
Jet Airways,banglore,new delhi,760,1,no info,5,45,1,3,2019,"('banglore', 'new delhi')",26890
Air India,delhi,cochin,1380,2,no info,20,15,15,6,2019,"('delhi', 'cochin')",13591
Indigo,banglore,new delhi,175,0,no info,18,25,1,3,2019,"('banglore', 'new delhi')",12649
Jet Airways,kolkata,banglore,1545,1,in-flight meal not included,6,30,1,4,2019,"('kolkata', 'banglore')",7064
Vistara,banglore,delhi,170,0,no info,9,45,24,6,2019,"('banglore', 'delhi')",4668
Indigo,kolkata,banglore,165,0,no info,9,35,15,3,2019,"('kolkata', 'banglore')",4148
Goair,banglore,delhi,170,0,no info,11,40,21,6,2019,"('banglore', 'delhi')",3398
Air Asia,delhi,cochin,625,1,no info,20,45,15,6,2019,"('delhi', 'cochin')",6253
Indigo,banglore,delhi,180,0,no info,16,55,24,6,2019,"('banglore', 'delhi')",4823
Indigo,mumbai,hyderabad,85,0,no info,19,5,3,3,2019,"('mumbai', 'hyderabad')",5755
Indigo,banglore,delhi,170,0,no info,0,25,18,6,2019,"('banglore', 'delhi')",3419
Air India,kolkata,banglore,155,0,no info,20,45,15,5,2019,"('kolkata', 'banglore')",4145
Vistara,kolkata,banglore,530,1,no info,9,55,24,3,2019,"('kolkata', 'banglore')",16092
Multiple Carriers,delhi,cochin,555,1,no info,10,0,15,5,2019,"('delhi', 'cochin')",14323
Multiple Carriers,delhi,cochin,595,1,no info,8,55,6,3,2019,"('delhi', 'cochin')",15411
Indigo,banglore,delhi,175,0,no info,0,30,12,5,2019,"('banglore', 'delhi')",3943
Indigo,kolkata,banglore,165,0,no info,10,10,9,3,2019,"('kolkata', 'banglore')",4462
Jet Airways,banglore,new delhi,280,1,in-flight meal not included,5,45,9,3,2019,"('banglore', 'new delhi')",11087
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,20,0,6,6,2019,"('kolkata', 'banglore')",8586
Spicejet,banglore,new delhi,170,0,no check-in baggage included,20,30,24,3,2019,"('banglore', 'new delhi')",3873
Jet Airways,kolkata,banglore,1005,1,in-flight meal not included,17,0,6,6,2019,"('kolkata', 'banglore')",10539
Jet Airways,delhi,cochin,505,2,no info,20,0,9,5,2019,"('delhi', 'cochin')",16263
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,13,15,3,5,2019,"('mumbai', 'hyderabad')",1965
Jet Airways,delhi,cochin,555,2,no info,19,10,27,3,2019,"('delhi', 'cochin')",10976
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,20,0,15,5,2019,"('kolkata', 'banglore')",8586
Indigo,kolkata,banglore,155,0,no info,15,20,6,3,2019,"('kolkata', 'banglore')",5618
Air India,delhi,cochin,865,2,no info,17,15,9,5,2019,"('delhi', 'cochin')",13039
Spicejet,banglore,delhi,175,0,no check-in baggage included,21,10,21,6,2019,"('banglore', 'delhi')",3919
Indigo,mumbai,hyderabad,90,0,no info,9,10,21,5,2019,"('mumbai', 'hyderabad')",4049
Jet Airways,delhi,cochin,520,1,no info,19,45,1,6,2019,"('delhi', 'cochin')",14714
Goair,delhi,cochin,310,1,no info,14,10,6,3,2019,"('delhi', 'cochin')",19495
Indigo,delhi,cochin,505,1,no info,4,55,6,4,2019,"('delhi', 'cochin')",5307
Indigo,delhi,cochin,265,1,no info,7,35,21,3,2019,"('delhi', 'cochin')",5073
